name	path	filter	prompt	titel	autor	projektuebersicht
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/94f684eb10301f89899dd1f512a5569cd15748fb/Timecodes/025/025_Freynhagen_Hannah.png	Szenen	Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt.	Titel der Arbeit	Hannah Freynhagen	freynhagen
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/01_Szenen_Rein_Jessica_025.png	Szenen	Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt.	Titel der Arbeit	Jessica Rein	rein
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/01_Szenen_Knauer_Sarah_spaceship_03.jpg	Szenen	cockpit of a spaceship made of rattan, floating in dark space, 8k high resolution photography	Raumschiff	Sarah Knauer	knauer
11	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/11_Szenen_Jakob_Vasilega_Sarah_Dariia_025.png	Szene	soviet union atmosphere, a film scene for Kubrick space odyssey, where two soviet cosmonauts are talking secretly about turning evil retro supercomputer down, a set design for Kubrick´s Space Odyssey 2001 movie but designed in Soviet constructivism style, 1960s, USSR, propaganda, Minimalistic, Industrial, modular, Utilitarian, modular, Monolithic, Stern, Foreboding, Dystopian, futuristic, Utilitarian, photorealistic, hyperrealism, modernism, Space odyssey, spaceship,, supercomputer, red lights, retro photo, no gravity, retro-futurism, communism, ped star emblem	Kontrollraum	Sarah Jakob Dariia Vasilega	soviet
05	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Roessler_Lukas_Tamm_Benjamin/00_Objekt_Roessler_Tamm_025.jpg	Objekte	bionic circular Spaceship, translucent plastic casing, filled with plastic cables resembling muscle anatomy, fiber, blood-vessels, cables, technology, musculus, human skin, A24, Arri Alexa, Helios 44-2	Spaceship	Lukas Rössler, Benjamin Tamm	roessler
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/00_Gisevius_Sara_Control_Panel.jpg
07	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/03_Adaptionen_Schmidt_Cockpit_025.jpg	Adaption	A steampunk spaceship cockpit with two seats, buttons, modules, and screens in the center and in front of the seats. The entire cockpit is made of copper and brass pipes, gears, and valves. The seats have a padded olive green leather seat cushion. The cockpit is set in a Victorian-era industrial setting with lots of steam and a slightly shabby look. The cockpit is realistic and detailed.	Cockpit	Lena Schmidt	schmidt
08	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/03_Adaptionen_Schmidt_Warteraum_025.jpg	Adaption	Long, rectangular lounge room in a space-ship, steampunk-style, filled with Victorian-era furniture, Djinn Chair from 2001: a space odyssey, copper and brass pipes for frames, quilted, olive green cushions, three rectangular windows, dark universe.	Warteraum Empfang	Lena Schmidt	schmidt
05  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Freynhagen_Hannah/01_Szenen_Freynhagen_Hannah_025_00.jpg  Szenen  museum guests are walking around and pressing buttons of space ship controls displayed in a museum  Kontrollzentrum  Hannah Freynhagen  freynhagen
06  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Freynhagen_Hannah/01_Szenen_Freynhagen_Hannah_025_01.jpg  Szenen  museum guests are walking around and pressing buttons of space ship controls displayed in a museum"  Kontrollzentrum   Hannah Freynhagen  freynhagen
15	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/00_Objekte_Rein_jessica_025.jpg	Objekte	A buttons amature with 6 buttons in the style of "Alice in Wonderland" (2010) directed by Tim Burton	Buttonboard	Jessica Rein	rein
19	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/01_Szenen_Rein_Jessica_025.jpg	Szenen	Turn this room slightly in the style of "Alice in Wonderland" (2010, director Tim Burton)	Time lounge	Jessica Rein	rein
13  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Widera_Maxima/03_Adaption_Widera_Maxima_025.jpg  Adaption  https://s.mj.run/NwfLLbFdzyc 2001 Space Odyssey Spaceship interior the style of Oskar Fischinger, geometric, minimalism, neoplasticism, subtle gradient, soft tonal colors, surreal, --ar 16:9 --no humans  Bridge  Maxima Widera  widera
11  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/025/11_Szenen_Nguyen_025.png  Szenen  warm red hue, spaceship cockpit, centered composition, minimal , astronauts siting in the chairs, view in space  Stop-Motion rote Textilien  Tuan Nguyen  nguyen
01  https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Saathoff_Katharina/03_Adaptionen_Saathoff_Planet9_025.jpg  Adaptionen  close up, minimalistic spaceship, interior, science fiction, set design, inspired by stanley kubricks space odyssey: 2001  Cockpit 1  Katharina Saathoff  saathoff
