name	path	filter	prompt	titel	autor	projektuebersicht
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/081/03_Adaptionen_Guth_Antonia_081.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird figures in a weird cockpit room	Stop Motion	Antonia Guth	guth
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/081/02_Charaktere_Guth_Antonia_081_00.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, abstract forms	Stop Motion	Antonia Guth	guth
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/081/02_Charaktere_Guth_Antonia_081_01.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, abstract forms	Stop Motion	Antonia Guth	guth
04	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Kunert_Frieda/02_Charaktere_Kunert_Frieda_081.jpg	Charaktere	In a secluded corner, two individuals huddle closely, speaking in hushed tones. Their eyes dart around cautiously as they exchange information, keenly aware of the omnipresent AI surveillance. close up of their faces and scared expression. they wear standardized, expressionless clothing, with tired faces reflecting constant surveillance and control. the uniform is a seamless blend of muted grays and sterile fabrics. The outfit lacks embellishments or personal touches, emphasizing functionality over style. Personal expression is suppressed, and The attire is simple and uniform-like. The overall look is utilitarian. Their features reflect a lack of genuine emotion, conveying fatigue and submission to the constant surveillance and control. their faces are worn out and their shoulders hang. their eyes are sunken in and their skin has a grey tint realism close-up of faces	Under Surveillance	Frieda Kunert	kunert
04	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ries_Johanna/03_Adaption_Ries_Johanna_081.jpg	Adaptionen	Astronaut in the control room of Discovery One; Astronaut working with monitors; It should look like it was printed with a 3D printer;	SpacePrint	Johanna Ries	ries
16	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/16_Charaktere_Paul_Rothe_081.jpg?raw=true	Charaktere	aida from the opera aida in a space suit singing and dancing on stage, costume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --v 5.2	disunited	Paul und Jannis	rothe 
17	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/17_Charaktere_Paul_Rothe_081.jpeg?raw=true	Charaktere	Prompt	blend mix in motion	Paul und Jannis	rothe
18	https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Rothe_P_Langer_J/18_Charaktere_Paul_Rothe_081.jpg?raw=true	Charaktere	male Egyptian military leader fighting against an army on stage wearing a space suit from a space odyssey, costume design Iris van Herpen mixed with digital screens and inspired by the movie 2001: a space odyssey, kodak 800, full fram --style 2tO1HJiv5yw8O2c4sB2XCFfCJ --ar 16:9 --v 5.2 --iw 0	in war	Paul und Jannis	rothe
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/02_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 06	Nannie Paulsen	paulsen
10	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/09_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 01	Nannie Paulsen	paulsen
11	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/13_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 02	Nannie Paulsen	paulsen
12	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/21_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 03	Nannie Paulsen	paulsen
13	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/25_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 04	Nannie Paulsen	paulsen
14	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Paulsen_Nannie/30_Adaption_Paulsen_Blume.jpg	Adaption	pollen are glowing between the men, flowers are growing on them, they are using flowers to communicate. The composition stays the same	cold communication 05	Nannie Paulsen	paulsen
00	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Schroeder_Lilli/02_Charaktere_Schroeder_Lilli_Spaceflowers_081_00.jpg	Charaktere	https://s.mj.run/cPtowzC3QF8 https://s.mj.run/-yKVzUPdMgQ combine with style of the film "the pod generation", two young man as captains --ar 16:9 --no center perspective --style 6tIIODz7XtI1Nv7x	Cockpit Conflict 00	Lilli Schröder	schroeder
