name	path	filter	prompt	titel	autor	projektuebersicht
01	\Datenbank\Videos\00_Objekte_Reimers_Gläserne_Knochen2und3.mp4	Objekte	an ape made of colorful stained glass depicting abstract shapes and patterns. The light passes through the glass. / a leg bone made of colorful stained glass depicting abstract shapes and patterns. The light passes through the glass.	Gläserne_Knochen_2_und_3 (mp4)	Merle Reimers	reimers
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/94f684eb10301f89899dd1f512a5569cd15748fb/Timecodes/019/019_Freynhagen_Hannah.png	Szenen  Lorem ipsum dolor sit amet	Titel der Arbeit     Hannah Freynhagen  freynhagen			
03	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Giessmann_Alina/03_Adaption_Giessmann_Alina_Landscape_Monkey.jpg	Adaption	Monolith from Space Odyssey, Element of the Bionik, Organic forms, Curved lines, Antoni Gaudi, organic architecture, Asymmetry, Natural forms, Whiplash curves, Aesthetic movement, organic rooms, Biomimicry,  metallic shine look,  out of Space, hexagonal structure, honeycomb	Monkey	Alina Giessmann	giessmann
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/019/09_Szenen_Jakob_Vasilega_Sarah_Dariia_019.png	Szenen	first scene with groups of apes, from space odyssey 2001 film but filmed in soviet union, use russian landscapes of tundra, a set design for Kubrick´s Space Odyssey 2001 movie but designed in Soviet style, 1960s, USSR, Minimalistic, Dystopian, photorealistic, Kubrick aesthetic, hyperrealism, modernism, Space odyssey, space traveling, retro photo	Canyon	Sarah Jakob Dariia Vasilega	jakob vasilega	
05	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Ludwig_Sarah/01_Szenen_Ludwig_Sarah_019.jpg	Szenen	a wide vast desert landscape with cliffs with biomimetic biomorphic bionic shapes emerging from the rough ground, intricate details, luminous, ethereal, edgy, sculptural, cinematic, photorealistic	Bone	Sarah Ludwig	ludwig
08	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/019/03_Adaptionen_Schmidt_Knochen_019.jpg	Adaption	Realistic image, flying bone in a steampunk style, bone is made of white bone, covered in pipes, plates, valves and belts made of copper and brass, connected to each other, flying through a bright sky.	Knochen	Lena Schmidt	schmidt
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Freynhagen_Hannah/01_Szenen_Freynhagen_Hannah_019.jpg	Szenen	fake apes in a modern museum standing opposite of a big black screen with information	Affenreihe	Hannah Freynhagen	freynhagen
01	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/00_Objekte_Rein_Jessica_019.jpg	Objekte	A golden key in the air with a key bit at the end of the objet from "Alice in Wonderland" (2010) directed by Tim Burton	Key-Bone	Jessica Rein	rein
17	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Rein_Jessica/01_Szenen_Rein_Jessica_019.jpg	Szenen  create a surreal world of a scene in "2001: A Space Odyssey". The surreal world should look like if Tim Burton had directed it as in the film "Alice in Wonderland". Show me objects which are not in a normal size --no human, alice, face, person	Universe	Jessica Rein	rein	
11  https://github.com/maroeplin/bvk-128-03/blob/main/Projektserie/Thuernau_Laura/01_Szenen_Thuernau-_Laura_Knochen_019.jpg  Szenen  melting and deconstructed plastic bone thrown in the air, blurry blue sky as background, ruinous and demolished look, expire shattered fragments from the bone, deconstructive finished surface, sharp focus, intricate details, highly detailed, swirls of gloomy galactic lights and dust particles in the dark background, dangerous touch  Knochen  Laura Thürnau  thuernau
