name	path	filter	prompt	titel	autor	projektuebersicht
01	\Datenbank\Videos\00_Objekte_Reimers_Gläserne_Astronautenanzüge2und3.mp4	Objekte	An whole astronaut suit from head to toe made of colorful stained glass depicting abstract shapes and patterns. The light passes through the glass. / an astronaut suit made of colorful stained glass depicting abstract shapes and patterns. The light passes through the glass.	Gläserne_Astronautenanzüge_2_und_3 (mp4)	Merle Reimers	reimers	
02	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/091/00_Objekte_Reimers_Glaeserner_Astronautenanzug4.jpg	Objekte	an astronaut suite made of colorful stained glass depicting abstract shapes and patterns. The light passes through the glass.	Gläserner_Astronautenanzug_4	Merle Reimers	reimers	
04	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/091/03_Adaptionen_Guth_Antonia_091.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, abstract forms	Stop Motion	Antonia Guth	guth							
05	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/091/01_Szene_Zirk_Luisa_091_14.jpg	Szenen	stanley kubrick style "2001: A Space Odyssey" as a pixelated videogame astronaut	Arcade14	Luisa Zirk	zirk							
06	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Freynhagen_Hannah/02_Charaktere_Freynhagen_Hannah_091.jpg	Charaktere	close up of a red shocked astronaut wax figure in a museum in the background are people	Schock	Hannah Freynhagen	freynhagen							
07	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/091/02_Charaktere_Guth_Antonia_091.jpg	Adaptionen	Stanley Kubrik Style, "2001: A Space Odyssey" as a stop motion film, plasticine, weird head	Stop Motion	Antonia Guth	guth							
08	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Widera_Maxima/03_Adaption_Widera_Maxima_091.jpg	Adaption	https://s.mj.run/x-zfEE1LbT8 2001 Space Odyssey reflection on opaque visor, in style of Oskar Fischinger, Len Lye, geometric, minimalism, neoplasticism, subtle gradient, soft tonal colors, surreal --ar 16:9 --no humans --no face	Dread	Maxima Widera	widera							
09	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_030_091.jpg	Adaptionen	a desperate astronaut is kneeling on the ground out in the open. His helmet is reflecting another distant planet, so that his face is hidden. The background landscape is that of a deserted, dystopian planet that is hostile to life	Nervenzusammenbruch	Swaantje Meyer	meyer							
10	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Meyer_Swaantje/03_Adaptionen_Meyer_Swaantje_AshesToSpace_031_091.jpg	Adaptionen	a desperate astronaut is kneeling on the ground out in the open. His helmet is reflecting another distant planet, so that his face is hidden. The background landscape is that of a deserted, dystopian planet that is hostile to life	Wehmütiger Rückblick	Swaantje Meyer	meyer							
11	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Projektserie/Grineva_Jana/03_Adaptionen_Grineva_Jana_091.jpg	Adaptionen	Dive into a world of wonder and mystery, as the iconic machines and settings of '2001: A Space Odyssey' are submerged in a visually stunning underwater realm, evoking the essence of the film in a whole new way.	Spaceship	Jana Grineva	grineva							
16	https://raw.githubusercontent.com/maroeplin/bvk-128-03/main/Timecodes/091/16_Charaktere_Reuters_Moritz_091.jpg	Charaktere	Cillian Murphy in a space suit as an art piece with parts made out semi-transparent plastic, inspired by 2001: a space odyssey, Kodak Porta 800 --ar 3:2 --style raw-cn3J6NscrF36WWYX --v 5.2, Kodak Porta 800 --ar 16:9 --style raw-cn3J6NscrF36WWYX --v 5.2	Interpretation von David Bowman	Moritz Reuters	reuters	
